institution,label,city,institution_state,inst_level,statefips
00106100,Alaska Pacific University,Anchorage,AK,I,02
00106200,Sheldon Jackson College,Sitka,AK,I,02
00106300,University of Alaska Fairbanks,Fairbanks,AK,I,02
00106301,University of Alaska Fairbanks - Northwest  Campus,Nome,AK,I,02
00106302,University of Alaska Fairbanks - Kodiak Community College,Kodiak,AK,I,02
00106303,University of Alaska Fairbanks - Chukchi Campus,Kotzebue,AK,I,02
00106304,University of Alaska Fairbanks - Kuskokwin Campus,Bethel,AK,I,02
00106305,University of Alaska at Fairbanks - Northwest Community College,Nome,AK,I,02
00106306,University of Alaska Fairbanks - Community and Technical College,Fairbanks,AK,I,02
00106307,University of Alaska Fairbanks - Bristol Bay Campus,Dillingham,AK,I,02
00106308,University of Alaska Fairbanks - Aleutian/Pribolof Center,Unalaska,AK,I,02
00106309,University of Alaska Fairbanks - McGrath Center,McGrath,AK,I,02
00106310,University of Alaska Fairbanks - Tok Center,Tok,AK,I,02
00106311,University of Alaska Fairbanks - Yukon Flats Center,Fort Yukon,AK,I,02
00106312,University of Alaska Fairbanks - Yukon-Koyukuk Center,Galena,AK,I,02
00106313,University of Alaska Fairbanks - Nenana Center,Fairbanks,AK,I,02
00106314,University of Alaska Fairbanks - Interior Alaska Campus,Fairbanks,AK,I,02
00106400,University of Alaska at Anchorage,Anchorage,AK,I,02
00106401,Anchorage Community College,Anchorage,AK,I,02
00106402,Kenai Peninsula Community College,Soldotna,AK,I,02
00106403,Kodiak Community College,Kodiak,AK,I,02
00106404,Matanuska-Susitna Community Collegeg,Palmer,AK,I,02
00106500,University of Alaska Southeast,Juneau,AK,I,02
00106501,University of Alaska Southeast - Sitka Campus,Sitka,AK,I,02
00106502,University of Alaska Southeast - Ketchikan Campus,Ketchikan,AK,I,02
00106503,University of Alaska Southeast - Elmendorf Air Force Base,Elmendorf AFB,AK,I,02
00106504,University of Alaska Southeast - Adak Education Center,Intra-Alaska FPO-AP,AK,I,02
00106505,University of Alaska Southeast - Eielson Education Center,Eielson AFB,AK,I,02
00106506,University of Alaska Southeast - Fort Richardson Army Post,Fort Richardson,AK,I,02
00106507,University of Alaska Southeast - Fort Wainwright Education Center,Fort Wainwright,AK,I,02
00106508,University of Alaska Southeast - Fort Greely Education Center,Delta Junction,AK,I,02
00106600,Kenai Peninsula College,Soldotna,AK,I,02
00106700,Ketchikan College,Ketchikan,AK,I,02
00106800,Matanuska Susitna Community College,Palmer,AK,I,02
00106900,Islands College,Sitka,AK,I,02
00107000,Thunderbird School of Global Management,Glendale,AZ,I,04
00107001,"Thunderbird, The Garvin School of International Management - Europe",Archamp,,I,
00107002,Thunderbird School of Global Management - Miami Site,Doral,FL,I,12
00107003,Thunderbird School of Global Management - Grad Inst/Int'l Dev Studies,Geneva 21,,I,
00107004,Thunderbird School of Global Management - La Univ Privada/Santa Cruz,Santa Cruz de la Sierra,,I,
00107005,Thunderbird School of Global Management - Tech de Mont Sede Lima,Lima,,I,
00107006,Thunderbird School of Global Management - Tec de Mont Sede Bogota,Bogotá Bolívar,,I,
00107007,Thunderbird School of Global Management - Esc Sup de Econ y Negocios,San Salvador,,I,
00107008,Thunderbird School of Global Management - Costa Rica,"Heredia, Barva, San Pedro",,I,
00107009,Thunderbird School of Global Management - Guadalajara Site,Zapopan,,I,
00107010,Thunderbird School of Global Management - Leon Site,Leon,,I,
00107011,Thunderbird School of Global Management - Mexico City Site,Mexico City,,I,
00107012,Thunderbird School of Global Management - Santa Fe Site,Mexico City,,I,
00107013,Thunderbird School of Global Management - Mexico State Site,Atizapan de Zaragoza,,I,
00107014,Thunderbird School of Global Management - Monterrey Site,Monterrey,,I,
00107100,Arizona Western College,Yuma,AZ,I,04
00107101,Arizona Western College - Parker Learning Center,Parker,AZ,I,04
00107102,Arizona Western College - San Luis Center,San Luis,AZ,I,04
00107103,Arizona Western College - Downtown Center,Yuma,AZ,I,04
00107104,Arizona Western College - Somerton Center,Somerton,AZ,I,04
00107105,Arizona Western College - Construction Trades,Yuma,AZ,I,04
00107106,Arizona Western College - East Yuma County,Wellton,AZ,I,04
00107107,Arizona Western College - La Paz Technology Center,parker,AZ,I,04
00107108,Arizona Western College - San Luis Technology Institute,San Luis,AZ,I,04
00107109,Arizona Western College - Massage Therapy Center,Yuma,AZ,I,04
00107110,Arizona Western College - AWC LETA Facility,Yuma,AZ,I,04
00107111,Arizona Western College - Arizona State Prison Complex,Yuma,AZ,I,04
00107112,Arizona Western College - Aztec High School,Yuma,AZ,I,04
00107113,Arizona Western College - M.C.A.S. Education Center,Yuma,AZ,I,04
00107114,Arizona Western College - Quartzsite Fire Station,Quartzsite,AZ,I,04
00107115,Arizona Western College - Quartzsite Learning Center,Quartzsite,AZ,I,04
00107116,Arizona Western College - STEDY,Yuma,AZ,I,04
00107117,Arizona Western College - Vista High School,Yuma,AZ,I,04
00107118,Arizona Western College - Wellton Learning Center,Wellton,AZ,I,04
00107119,Arizona Western College - Yuma Catholic High School,Yuma,AZ,I,04
00107120,Arizona Western College - Yuma Fire Station 5,Yuma,AZ,I,04
00107200,Cochise College,Sierra Vista,AZ,I,04
00107201,Cochise College - Sierra Vista Campus,Sierra Vista,AZ,I,04
00107202,Cochise College - Willcox,Willcox,AZ,I,04
00107203,Cochise College- Benson,Benson,AZ,I,04
00107204,Cochise College - Santa Cruz  Center,Nogales,AZ,I,04
00107205,Cochise College - Army Education Center,Ft. Huachuca,AZ,I,04
00107206,Cochise College -Automotive Complex,Sierra Vista,AZ,I,04
00107207,Cochise College - Downtown Center,Sierra Vista,AZ,I,04
00107208,Cochise College- Douglas,Douglas,AZ,I,04
00107300,Eastern Arizona College,Thatcher,AZ,I,04
00107301,Eastern Arizona College - Gila Pueblo,Globe,AZ,I,04
00107302,Eastern Arizona College - Morenci High School,Morenci,AZ,I,04
00107303,Eastern Arizona College - Payson,Payson,AZ,I,04
00107304,Eastern Arizona College - Safford College of Beauty Culture,Safford,AZ,I,04
00107305,Eastern Arizona College - San Carlos,San Carlos,AZ,I,04
00107306,Eastern Arizona College - Hayden/Winkelman,Winkelman,AZ,I,04
00107307,Eastern Arizona College - Phelps Dodge Mining Tech. Training Center,Thatcher,AZ,I,04
00107308,Eastern Arizona College - Eastern Arizona Academy of Cosmetology,Safford,AZ,I,04
00107309,"Eastern Arizona College - Advanced Air Systems, LLC",Thatcher,AZ,I,04
00107310,Eastern Arizona College - Pleasant Valley Fire District,Young,AZ,I,04
00107311,Eastern Arizona College - Miami Regional Training Center,Miami,AZ,I,04
00107312,Eastern Arizona College - Gila County Maintenance Yard-Payson,Payson,AZ,I,04
00107313,Eastern Arizona College - Payson Fire Department Station 11,Payson,AZ,I,04
00107400,Grand Canyon University,Phoenix,AZ,I,04
00107401,Grand Canyon University - College of Continuing Studies,Phoenix,AZ,I,04
00107402,Grand Canyon University - Chandler,Gilbert,AZ,I,04
00107403,Grand Canyon University - Avondale,Avondale,AZ,I,04
00107404,Grand Canyon University - Tucson,Tucson,AZ,I,04
00107405,Grand Canyon University -  St. Joseph's Hospital and Medical Center,Phoenix,AZ,I,04
00107406,Grand Canyon University - Tucson - Pantano,Tucson,AZ,I,04
00107407,Grand Canyon University - Scottsdale Healthcare,Scottsdale,AZ,I,04
00107408,Grand Canyon University - Scottsdale Healthcare - Osborn,Scottsdale,AZ,I,04
00107409,Grand Canyon University - Scottsdale Lincoln North Mountain,Phoenix,AZ,I,04
00107410,Grand Canyon University - St. Lukes Medical Center,Phoenix,AZ,I,04
00107411,Grand Canyon University - Phoenix Maricopa Health,Phoenix,AZ,I,04
00107412,Grand Canyon University - Mesa BDMC,Mesa,AZ,I,04
00107413,Grand Canyon University - Phoenix BGS,Phoenix,AZ,I,04
00107414,Grand Canyon University - Chandler Med Cntr,Chandler,AZ,I,04
00107415,Grand Canyon University - Mesa Unified,Mesa,AZ,I,04
00107416,Grand Canyon University - Glendale - Banner Thunderbird,Glendale,AZ,I,04
00107417,Grand Canyon University - Phoenix JCL DV,Phoenix,AZ,I,04
00107418,Grand Canyon University - Phoenix Mayo,Phoenix,AZ,I,04
00107419,Grand Canyon University - Phoenix Children Hosp,Phoenix,AZ,I,04
00107420,Grand Canyon University - Sun City Sun Health (Banner Boswell),Sun City,AZ,I,04
00107421,Grand Canyon University - Tucson St Joseph,Tucson,AZ,I,04
00107422,Grand Canyon University - Casa Grande Med Center,Casa Grande,AZ,I,04
00107423,Grand Canyon University - Gilbert Banner,Gilbert,AZ,I,04
00107424,Grand Canyon University - Gilbert Mercy,Gilbert,AZ,I,04
00107425,Grand Canyon University - Mesa Community College,Mesa,AZ,I,04
00107426,Grand Canyon University - Banner Estrella,Phoenix,AZ,I,04
00107427,Grand Canyon University - Phoenix VA Healthcare,Phoenix,AZ,I,04
00107428,Grand Canyon University - Tempe GCU,Tempe,AZ,I,04
00107429,Grand Canyon University - Tempe St. Luke Hospital,Tempe,AZ,I,04
00107430,Grand Canyon University - Tucson Medical Center,Tucson,AZ,I,04
00107431,Grand Canyon University - Banner Desert,Mesa,AZ,I,04
00107432,Grand Canyon University - Avondale Estrella Mountain Community College,Avondale,AZ,I,04
00107433,Grand Canyon University - Mesa AT Still,Mesa,AZ,I,04
00107434,Grand Canyon University - Peoria Public Safety,Peoria,AZ,I,04
00107435,Grand Canyon University -  Abrazo Phoenix West Valley Hospital,Arizona,AZ,I,04
00107436,Grand Canyon University -  Cochise Community College,Sierra Vista,AZ,I,04
00107437,Grand Canyon University -  Albuquerque,Albuquerque,NM,I,35
00107438,Grand Canyon University - Mountain Vista Medical Center,Mesa,AZ,I,04
00107439,Grand Canyon University -  Pima Salt River High School,Scottsdale,AZ,I,04
00107440,Grand Canyon University - Yavapai Community College,Prescott,AZ,I,04
00107441,Grand Canyon University - Tucson,Tucson,AZ,I,04
00107442,Grand Canyon University - Chandler/Gilbert Community College,Chandler,AZ,I,04
00107443,Grand Canyon University - Estrella Community College,Buckeye,AZ,I,04
00107444,Grand Canyon University - Glendale Community College,Glendale,AZ,I,04
00107445,Grand Canyon University - Scottsdale,Scottsdale,AZ,I,04
00107446,Grand Canyon University -  Kyrene School District,Tempe,AZ,I,04
00107500,Maricopa County Community College District Office,Tempe,AZ,I,04
00107600,Glendale Community College,Glendale,AZ,I,04
00107601,Glendale Community College - Estrella Mountain,Litchfield Park,AZ,I,04
00107602,Glendale Community College - Estrella Mountian Community College Centr,Avondale,AZ,I,04
00107603,Glendale Community College - North,Glendale,AZ,I,04
00107604,Glendale Community College - ASU Partnership at the West Campus,Glendale,AZ,I,04
00107605,Glendale Community College - Sherman Street,Phoenix,AZ,I,04
00107606,Glendale Community College - Communiversity @Surprise,Surprise,AZ,I,04
00107607,Glendale Comm College- Glendale Regional Public Safety Training Center,Glendale,AZ,I,04
00107608,Glendale Community College - Arizona Law Enforcement Academy,Phoenix,AZ,I,04
00107609,Glendale Comm College - Buckeye Fire Department/GCC Training Tower,Buckeye,AZ,I,04
00107610,Glendale Community College - Discover Financial Services,Phoenix,AZ,I,04
00107700,Mesa Community College,Mesa,AZ,I,04
00107701,Mesa Community College - Mesa Boswell Satellite Campus,Sun City,AZ,I,04
00107702,Mesa Community College - Chandler Gilbert Educational Center,Chandler,AZ,I,04
00107703,Mesa Community College - Red Mountain Campus,Mesa,AZ,I,04
00107704,Mesa Community College - Phoenix-Mesa-Gateway Center,Mesa,AZ,I,04
00107705,Mesa Community College - Mesa Downtown Center,Mesa,AZ,I,04
00107706,Mesa Community College - Country Club and Brown,Mesa,AZ,I,04
00107707,Mesa Community College - ASU Research Park,Tempe,AZ,I,04
00107708,Mesa Community College - Empire Training Institute,Mesa,AZ,I,04
00107709,Mesa Community College -  Mesa Fire Department Training Facility,Mesa,AZ,I,04
00107710,Mesa Community College - TRW,Mesa,AZ,I,04
00107711,Mesa Community College - East Valley Institute of Technology,Mesa,AZ,I,04
00107800,Phoenix College,Phoenix,AZ,I,04
00107801,Phoenix College - Downtown,Phoenix,AZ,I,04
00107802,Phoenix College - Center for Nursing Excellence,Phoenix,AZ,I,04
00107803,Phoenix College - Center of Excellence for Healthcare Education,Phoenix,AZ,I,04
00107804,Phoenix College - City of Phoenix,Phoenix,AZ,I,04
00107805,Phoenix College - IT Institute,Phoenix,AZ,I,04
00107900,Yavapai College,Prescott,AZ,I,04
00107901,Yavapai College - Verde Valley Campus,Clarkdale,AZ,I,04
00107902,Agribusiness & Science Technology Center,Chino Valley,AZ,I,04
00107903,Yavapai College - Prescott Valley Business and Career Center,Prescott Valley,AZ,I,04
00107904,Yavapai College - Sedona Center for Arts and Technology,Sedona,AZ,I,04
00107905,Yavapai College - Career & Technical Education Center,Prescott,AZ,I,04
00108000,University State College System Off,Tucson,AZ,I,04
00108100,Arizona State University,Tempe,AZ,I,04
00108101,Arizona State University - West Campus,Glendale,AZ,I,04
00108102,Arizona State University - Polytechnic Campus,Mesa,AZ,I,04
00108103,Arizona State University - Downtown Phoenix Campus,Phoenix,AZ,I,04
00108104,Arizona State University - Basha Elementary School,Chandler,AZ,I,04
00108105,Arizona State University - Chandler Instructional Resource Center,Chandler,AZ,I,04
00108106,Arizona State University - Gilbert,Gilbert,AZ,I,04
00108107,Arizona State University - Gilbert Elementary School,Gilbert,AZ,I,04
00108108,Arizona State University - Jordan School,Chandler,AZ,I,04
00108109,Arizona State University - Kyrene Aprende Middle School,Chandler,AZ,I,04
00108110,Arizona State University - Pomeroy School,Chandler,AZ,I,04
00108111,Arizona State University - Val Vista Lakes Elementary School,Gilbert,AZ,I,04
00108112,Arizona State University - Peoria Unified District #11,Glendale,AZ,I,04
00108113,Arizona State University - Adams Elementary School,Mesa,AZ,I,04
00108114,Arizona State University - ASU Research Park,Tempe,AZ,I,04
00108115,Arizona State University - Corona Del Sol High School,Tempe,AZ,I,04
00108116,Arizona State University - Holdeman Elementary School,Tempe,AZ,I,04
00108117,Arizona State University - Keller Elementary School,Mesa,AZ,I,04
00108118,Arizona State University - Kyrene de la Mariposa,Tempe,AZ,I,04
00108119,Arizona State University - Kyrene De Los Ninos School,Tempe,AZ,I,04
00108120,Arizona State University - Kyrene Del Norte,Tempe,AZ,I,04
00108121,Arizona State University - Mesa School Student Service Center,Mesa,AZ,I,04
00108122,Arizona State University - Tempe Elementary District #3,Tempe,AZ,I,04
00108123,Arizona State University - Tempe Learning Center,Tempe,AZ,I,04
00108124,Arizona State University - Tempe Union High School,Tempe,AZ,I,04
00108125,Arizona State University - Avondale Lattie Coor,Avondale,AZ,I,04
00108126,Arizona State University - Dine College,Tsaile,AZ,I,04
00108127,Arizona State University - Dysart High School District Office,El Mirage,AZ,I,04
00108128,Arizona State University - Indian Oasis Intermediate School,Sells,AZ,I,04
00108129,Arizona State University - Joe Carlson Elementary,Douglas,AZ,I,04
00108130,Arizona State University - Mesa View Elementary School,Chinle,AZ,I,04
00108131,Arizona State University - Tucson,Tucson,AZ,I,04
00108132,Arizona State University - Verrado Middle School,Buckeye,AZ,I,04
00108133,Arizona State University - Akimel Middle School,Phoenix,AZ,I,04
00108134,Arizona State University - Augustus Shaw Elementary School,Phoenix,AZ,I,04
00108135,Arizona State University - Balsz Elementary School District,Phoenix,AZ,I,04
00108136,Arizona State University - Cox Communications,Phoenix,AZ,I,04
00108137,Arizona State University - Deer Valley High School District,Phoenix,AZ,I,04
00108138,Arizona State University - Gateway Elementary School,Phoenix,AZ,I,04
00108139,Arizona State University - Barry Goldwater High School,Phoenix,AZ,I,04
00108140,Arizona State University - Herrera School,Phoenix,AZ,I,04
00108141,Arizona State University - Isaac Junior High School,Phoenix,AZ,I,04
00108142,Arizona State University - Kyrene De Los Lagos Elementary,Phoenix,AZ,I,04
00108143,Arizona State University - Longview School,Phoenix,AZ,I,04
00108144,Arizona State University - William T. Machan School,Phoenix,AZ,I,04
00108145,Arizona State University - Madison Elementary District #3,Phoenix,AZ,I,04
00108146,Arizona State University - Madison Number 2 School,Phoenix,AZ,I,04
00108147,Arizona State University - Mayo Clinic Hospital,Phoenix,AZ,I,04
00108148,Arizona State University - Milenio School,Phoenix,AZ,I,04
00108149,Arizona State University - Phoenix Preparatory Academy,Phoenix,AZ,I,04
00108150,Arizona State University - Southwest Human Development,Phoenix,AZ,I,04
00108151,Arizona State University - Sunnyslope Elementary,Phoenix,AZ,I,04
00108152,Arizona State University - Hohokam School,Scottsdale,AZ,I,04
